"","FTHGf1","FTHGf2","FTHGf3","FTHGf4","FTHGf5","FTHGf6","FTHGf7","FTHGf8","FTHGa1","FTHGa2","FTHGa3","FTHGa4","FTHGa5","FTHGa6","FTHGa7","FTHGa8","FTAGf1","FTAGf2","FTAGf3","FTAGf4","FTAGf5","FTAGf6","FTAGf7","FTAGf8","FTAGa1","FTAGa2","FTAGa3","FTAGa4","FTAGa5","FTAGa6","FTAGa7","FTAGa8","HSf1","HSf2","HSf3","HSf4","HSf5","HSf6","HSf7","HSf8","HSa1","HSa2","HSa3","HSa4","HSa5","HSa6","HSa7","HSa8","ASf1","ASf2","ASf3","ASf4","ASf5","ASf6","ASf7","ASf8","ASa1","ASa2","ASa3","ASa4","ASa5","ASa6","ASa7","ASa8","HSTf1","HSTf2","HSTf3","HSTf4","HSTf5","HSTf6","HSTf7","HSTf8","HSTa1","HSTa2","HSTa3","HSTa4","HSTa5","HSTa6","HSTa7","HSTa8","ASTf1","ASTf2","ASTf3","ASTf4","ASTf5","ASTf6","ASTf7","ASTf8","ASTa1","ASTa2","ASTa3","ASTa4","ASTa5","ASTa6","ASTa7","ASTa8","HCf1","HCf2","HCf3","HCf4","HCf5","HCf6","HCf7","HCf8","HCa1","HCa2","HCa3","HCa4","HCa5","HCa6","HCa7","HCa8","ACf1","ACf2","ACf3","ACf4","ACf5","ACf6","ACf7","ACf8","ACa1","ACa2","ACa3","ACa4","ACa5","ACa6","ACa7","ACa8","Y"
"2412",2,2,2.8,1.36,1.072,1.0144,2.60288,2.120576,1,1,3.4,1.48,2.696,0.5392,0.90784,0.981568,2,2,2.8,1.36,1.072,1.0144,2.60288,2.120576,1,1,3.4,1.48,2.696,0.5392,0.90784,0.981568,13,17,13.8,12.36,5.672,6.7344,19.74688,17.549376,17,17,15.4,14.28,23.656,12.7312,8.94624,8.989248,13,17,13.8,12.36,5.672,6.7344,19.74688,17.549376,17,17,15.4,14.28,23.656,12.7312,8.94624,8.989248,4,7.2,5.44,6.688,2.1376,2.02752,7.605504,6.3211008,4,1.6,5.92,4.384,6.4768,4.49536,2.499072,3.6998144,4,7.2,5.44,6.688,2.1376,2.02752,7.605504,6.3211008,4,1.6,5.92,4.384,6.4768,4.49536,2.499072,3.6998144,5,5.8,2.76,9.352,3.4704,3.09408,6.218816,5.2437632,6,8.4,7.28,3.056,7.8112,7.16224,3.032448,3.8064896,7,6.2,4.44,4.088,3.2176,5.44352,5.088704,6.6177408,1,4.2,4.84,6.568,6.1136,2.02272,5.204544,1.8409088,17
"2413",1,4.2,2.44,2.088,1.2176,1.04352,0.208704,1.6417408,1,0.2,2.44,2.088,2.8176,1.36352,0.272704,1.6545408,1,4.2,2.44,2.088,1.2176,1.04352,0.208704,1.6417408,1,0.2,2.44,2.088,2.8176,1.36352,0.272704,1.6545408,12,17.6,13.12,13.024,16.2048,8.84096,8.168192,8.0336384,6,3.6,7.92,11.984,13.5968,19.51936,13.503872,13.1007744,12,17.6,13.12,13.024,16.2048,8.84096,8.168192,8.0336384,6,3.6,7.92,11.984,13.5968,19.51936,13.503872,13.1007744,3,4.6,6.52,6.104,4.4208,3.28416,2.256832,4.4513664,4,1.6,2.72,6.144,6.0288,6.80576,5.361152,7.4722304,3,4.6,6.52,6.104,4.4208,3.28416,2.256832,4.4513664,4,1.6,2.72,6.144,6.0288,6.80576,5.361152,7.4722304,10,6,6,6.8,3.76,3.152,4.6304,7.32608,3,3,4.6,6.52,3.704,4.7408,0.94816,4.989632,5,5,5.8,2.76,2.152,2.8304,3.76608,7.153216,5,5.8,4.36,8.072,8.0144,4.80288,2.560576,3.7121152,8
"2414",3,0.6,0.92,0.184,0.0368,2.40736,1.281472,0.2562944,1,1.8,1.16,1.032,1.8064,0.36128,0.872256,1.7744512,3,0.6,0.92,0.184,0.0368,2.40736,1.281472,0.2562944,1,1.8,1.16,1.032,1.8064,0.36128,0.872256,1.7744512,17,9.8,12.36,8.872,11.3744,14.27488,11.654976,15.1309952,17,17,10.6,14.92,21.384,10.6768,11.73536,15.147072,17,9.8,12.36,8.872,11.3744,14.27488,11.654976,15.1309952,17,17,10.6,14.92,21.384,10.6768,11.73536,15.147072,8,3.2,5.44,2.688,2.1376,6.02752,3.605504,3.1211008,5,5.8,2.76,5.352,8.2704,3.25408,4.650816,5.7301632,8,3.2,5.44,2.688,2.1376,6.02752,3.605504,3.1211008,5,5.8,2.76,5.352,8.2704,3.25408,4.650816,5.7301632,6,7.6,3.92,3.984,6.3968,2.07936,5.215872,5.0431744,3,4.6,3.32,6.264,6.0528,2.81056,5.362112,7.4724224,7,6.2,10.04,6.008,6.0016,2.80032,2.160064,6.0320128,3,4.6,2.52,0.504,6.5008,3.70016,2.340032,3.6680064,15
"2415",2,1.2,0.24,1.648,3.5296,0.70592,1.741184,2.7482368,3,0.6,0.92,0.984,1.7968,2.75936,0.551872,0.9103744,2,1.2,0.24,1.648,3.5296,0.70592,1.741184,2.7482368,3,0.6,0.92,0.984,1.7968,2.75936,0.551872,0.9103744,10,12.4,8.08,11.216,12.6432,8.92864,8.985728,16.1971456,13,8.2,12.04,10.408,8.4816,13.69632,13.939264,13.1878528,10,12.4,8.08,11.216,12.6432,8.92864,8.985728,16.1971456,13,8.2,12.04,10.408,8.4816,13.69632,13.939264,13.1878528,3,6.2,1.24,2.648,6.9296,2.98592,2.197184,5.2394368,4,2.4,4.48,2.496,3.6992,6.33984,2.867968,3.7735936,3,6.2,1.24,2.648,6.9296,2.98592,2.197184,5.2394368,4,2.4,4.48,2.496,3.6992,6.33984,2.867968,3.7735936,8,5.6,3.52,6.304,4.4608,2.49216,3.698432,3.1396864,5,1.8,3.56,4.712,1.7424,1.14848,3.429696,3.8859392,5,1.8,1.96,3.592,2.3184,2.86368,0.572736,5.7145472,6,10,4.4,5.68,5.136,5.0272,11.40544,4.681088,10
"2416",0,0,0,0.8,0.16,0.832,0.9664,0.19328,6,1.2,1.04,1.808,1.9616,1.19232,1.038464,1.8076928,0,0,0,0.8,0.16,0.832,0.9664,0.19328,6,1.2,1.04,1.808,1.9616,1.19232,1.038464,1.8076928,1,14.6,7.72,10.344,8.4688,14.49376,9.298752,12.2597504,18,7.6,12.72,15.344,11.0688,13.41376,13.882752,9.9765504,1,14.6,7.72,10.344,8.4688,14.49376,9.298752,12.2597504,18,7.6,12.72,15.344,11.0688,13.41376,13.882752,9.9765504,0,4.8,1.76,2.752,2.1504,2.83008,2.166016,2.8332032,7,3,3,4.6,3.32,6.264,5.2528,2.65056,0,4.8,1.76,2.752,2.1504,2.83008,2.166016,2.8332032,7,3,3,4.6,3.32,6.264,5.2528,2.65056,1,9,3.4,3.88,3.976,7.1952,3.83904,7.967808,11,3,9.4,4.28,2.456,2.8912,2.97824,2.995648,5,5.8,2.76,5.352,4.2704,0.85408,1.770816,2.7541632,4,2.4,7.68,4.736,8.1472,5.62944,2.725888,4.5451776,7
"2417",0,1.6,1.12,0.224,0.0448,0.00896,0.001792,1.6003584,2,2,0.4,0.88,0.976,0.9952,1.79904,0.359808,0,1.6,1.12,0.224,0.0448,0.00896,0.001792,1.6003584,2,2,0.4,0.88,0.976,0.9952,1.79904,0.359808,9,9.8,13.96,25.192,14.6384,10.92768,13.385536,15.4771072,17,17,19.4,10.28,7.656,14.3312,10.06624,14.813248,9,9.8,13.96,25.192,14.6384,10.92768,13.385536,15.4771072,17,17,19.4,10.28,7.656,14.3312,10.06624,14.813248,2,4.4,4.08,9.616,5.1232,3.42464,2.284928,5.2569856,7,6.2,5.24,2.648,2.1296,5.22592,2.645184,2.9290368,2,4.4,4.08,9.616,5.1232,3.42464,2.284928,5.2569856,7,6.2,5.24,2.648,2.1296,5.22592,2.645184,2.9290368,5,5,5.8,5.96,7.592,2.3184,3.66368,7.132736,3,5.4,9.08,5.816,1.9632,5.99264,4.398528,4.8797056,11,6.2,4.44,3.288,4.6576,4.93152,4.186304,4.0372608,4,7.2,3.04,3.808,2.3616,0.47232,2.494464,1.2988928,12
"2418",0,0.8,0.96,0.992,0.9984,0.99968,0.999936,0.9999872,3,2.2,1.24,1.848,2.7696,1.35392,0.270784,2.4541568,0,0.8,0.96,0.992,0.9984,0.99968,0.999936,0.9999872,3,2.2,1.24,1.848,2.7696,1.35392,0.270784,2.4541568,6,6.8,7.76,3.952,11.1904,14.23808,8.447616,12.0895232,17,17,13.8,17.16,13.032,13.0064,14.60128,17.320256,6,6.8,7.76,3.952,11.1904,14.23808,8.447616,12.0895232,17,17,13.8,17.16,13.032,13.0064,14.60128,17.320256,1,1.8,1.96,1.192,4.2384,4.84768,2.569536,3.7139072,6,4.4,4.08,4.816,4.9632,2.59264,2.918528,5.3837056,1,1.8,1.96,1.192,4.2384,4.84768,2.569536,3.7139072,6,4.4,4.08,4.816,4.9632,2.59264,2.918528,5.3837056,4,3.2,3.04,3.808,7.1616,3.83232,0.766464,3.3532928,11,3.8,2.36,6.872,6.1744,6.03488,6.806976,3.7613952,6,2.8,2.96,3.792,3.1584,3.03168,5.406336,1.8812672,5,5.8,6.76,3.752,3.9504,2.39008,3.678016,2.3356032,7
"2419",1,3.4,1.48,1.896,0.3792,2.47584,2.095168,1.2190336,2,2.8,2.16,1.232,1.0464,1.00928,1.001856,2.6003712,1,3.4,1.48,1.896,0.3792,2.47584,2.095168,1.2190336,2,2.8,2.16,1.232,1.0464,1.00928,1.001856,2.6003712,10,11.6,8.72,11.344,11.0688,13.41376,10.682752,8.5365504,18,14,13.2,17.04,13.808,16.3616,24.07232,23.214464,10,11.6,8.72,11.344,11.0688,13.41376,10.682752,8.5365504,18,14,13.2,17.04,13.808,16.3616,24.07232,23.214464,1,5.8,2.76,2.952,1.3904,5.07808,3.415616,2.2831232,6,6,6.8,6.96,5.392,4.2784,6.45568,8.491136,1,5.8,2.76,2.952,1.3904,5.07808,3.415616,2.2831232,6,6,6.8,6.96,5.392,4.2784,6.45568,8.491136,8,3.2,6.24,3.648,6.3296,3.66592,5.533184,2.7066368,8,6.4,4.48,7.296,6.2592,3.65184,3.130368,6.2260736,6,8.4,5.68,2.736,4.5472,4.10944,5.621888,2.7243776,4,5.6,5.92,9.984,7.5968,3.91936,3.983872,11.9967744,12
"2420",1,1,1,1,0.2,0.04,0.808,0.1616,2,1.2,1.84,0.368,0.0736,0.81472,0.162944,0.0325888,1,1,1,1,0.2,0.04,0.808,0.1616,2,1.2,1.84,0.368,0.0736,0.81472,0.162944,0.0325888,11,14.2,8.44,12.088,9.6176,9.92352,13.184704,7.4369408,7,6.2,8.44,10.488,10.0976,7.61952,6.323904,11.6647808,11,14.2,8.44,12.088,9.6176,9.92352,13.184704,7.4369408,7,6.2,8.44,10.488,10.0976,7.61952,6.323904,11.6647808,2,4.4,4.08,4.816,1.7632,3.55264,3.110528,3.8221056,4,3.2,2.24,1.248,1.8496,1.96992,1.993984,2.7987968,2,4.4,4.08,4.816,1.7632,3.55264,3.110528,3.8221056,4,3.2,2.24,1.248,1.8496,1.96992,1.993984,2.7987968,3,4.6,5.72,5.944,2.7888,6.15776,3.631552,0.7263104,4,2.4,2.88,6.176,6.0352,3.60704,2.321408,2.8642816,3,5.4,7.48,8.696,9.7392,3.54784,5.509568,6.7019136,10,6.8,3.76,2.352,4.4704,4.09408,4.818816,2.5637632,9
"2421",0,2.4,2.08,0.416,2.4832,1.29664,0.259328,1.6518656,0,3.2,1.44,1.088,1.0176,1.00352,1.000704,1.8001408,0,2.4,2.08,0.416,2.4832,1.29664,0.259328,1.6518656,0,3.2,1.44,1.088,1.0176,1.00352,1.000704,1.8001408,16,13.6,9.92,12.384,23.2768,13.45536,11.491072,12.6982144,13,12.2,8.04,12.008,5.6016,15.52032,12.704064,8.9408128,16,13.6,9.92,12.384,23.2768,13.45536,11.491072,12.6982144,13,12.2,8.04,12.008,5.6016,15.52032,12.704064,8.9408128,4,5.6,2.72,5.344,6.6688,5.33376,3.466752,7.0933504,6,6.8,4.56,7.312,2.2624,2.85248,4.570496,4.9140992,4,5.6,2.72,5.344,6.6688,5.33376,3.466752,7.0933504,6,6.8,4.56,7.312,2.2624,2.85248,4.570496,4.9140992,6,6,3.6,4.72,8.144,2.4288,5.28576,5.857152,1,1.8,5.16,7.432,3.0864,5.41728,5.883456,7.5766912,4,7.2,7.04,6.208,7.6416,5.52832,5.105664,5.0211328,3,1.4,1.88,1.976,1.9952,2.79904,2.159808,2.8319616,12
"2422",3,1.4,1.08,1.016,1.8032,2.76064,2.152128,1.2304256,2,1.2,1.04,0.208,0.0416,1.60832,1.921664,1.1843328,3,1.4,1.08,1.016,1.8032,2.76064,2.152128,1.2304256,2,1.2,1.04,0.208,0.0416,1.60832,1.921664,1.1843328,13,5.8,8.36,8.072,9.6144,15.52288,12.704576,11.3409152,10,10.8,12.56,24.912,11.3824,15.07648,6.215296,8.4430592,13,5.8,8.36,8.072,9.6144,15.52288,12.704576,11.3409152,10,10.8,12.56,24.912,11.3824,15.07648,6.215296,8.4430592,4,2.4,2.08,2.016,2.8032,6.16064,4.432128,4.0864256,3,3,5.4,9.88,3.576,4.7152,3.34304,2.268608,4,2.4,2.08,2.016,2.8032,6.16064,4.432128,4.0864256,3,3,5.4,9.88,3.576,4.7152,3.34304,2.268608,5,3.4,3.08,4.616,2.5232,2.10464,4.420928,4.8841856,8,3.2,3.04,5.408,4.2816,4.85632,2.571264,2.9142528,3,1.4,8.28,4.856,3.3712,3.07424,6.214848,2.8429696,6,5.2,5.84,5.168,4.2336,7.24672,1.449344,1.0898688,14
"2423",1,1.8,1.96,1.192,1.8384,1.96768,1.193536,1.8387072,3,3,1.4,1.08,3.416,3.0832,1.41664,0.283328,1,1.8,1.96,1.192,1.8384,1.96768,1.193536,1.8387072,3,3,1.4,1.08,3.416,3.0832,1.41664,0.283328,8,11.2,13.44,6.688,7.7376,14.34752,12.469504,9.6939008,13,9.8,13.96,14.792,13.3584,16.27168,12.054336,12.8108672,8,11.2,13.44,6.688,7.7376,14.34752,12.469504,9.6939008,13,9.8,13.96,14.792,13.3584,16.27168,12.054336,12.8108672,2,3.6,4.72,1.744,3.5488,4.70976,4.941952,2.5883904,6,4.4,3.28,6.256,7.6512,7.13024,3.826048,3.1652096,2,3.6,4.72,1.744,3.5488,4.70976,4.941952,2.5883904,6,4.4,3.28,6.256,7.6512,7.13024,3.826048,3.1652096,3,3,6.2,5.24,1.848,4.3696,5.67392,3.534784,7,3.8,3.16,3.832,3.9664,2.39328,5.278656,8.2557312,3,2.2,6.04,3.608,7.9216,4.78432,11.356864,3.0713728,5,3.4,3.08,3.816,3.9632,2.39264,0.478528,3.2957056,4
"2424",0,0.8,0.96,0.992,1.7984,1.15968,1.031936,1.0063872,0,0.8,1.76,1.952,0.3904,0.07808,0.815616,1.7631232,0,0.8,0.96,0.992,1.7984,1.15968,1.031936,1.0063872,0,0.8,1.76,1.952,0.3904,0.07808,0.815616,1.7631232,8,10.4,14.08,10.816,20.5632,16.91264,14.582528,12.5165056,12,5.6,12.32,12.064,12.0128,10.40256,8.480512,8.8961024,8,10.4,14.08,10.816,20.5632,16.91264,14.582528,12.5165056,12,5.6,12.32,12.064,12.0128,10.40256,8.480512,8.8961024,3,3,3,2.2,7.64,6.328,5.2656,3.45312,2,2,4.4,3.28,2.256,2.8512,2.17024,3.634048,3,3,3,2.2,7.64,6.328,5.2656,3.45312,2,2,4.4,3.28,2.256,2.8512,2.17024,3.634048,5,2.6,2.92,4.584,5.7168,6.74336,3.748672,5.5497344,3,3,6.2,6.84,6.968,2.1936,2.83872,5.367744,11,6.2,8.44,8.088,4.8176,4.96352,3.392704,3.8785408,1,3.4,2.28,3.656,3.1312,3.02624,3.805248,6.3610496,9
"2425",0,1.6,1.12,1.024,0.2048,0.84096,2.568192,0.5136384,0,0.8,1.76,0.352,0.0704,1.61408,1.122816,1.8245632,0,1.6,1.12,1.024,0.2048,0.84096,2.568192,0.5136384,0,0.8,1.76,0.352,0.0704,1.61408,1.122816,1.8245632,16,15.2,10.24,12.448,10.4896,22.89792,18.979584,15.7959168,12,10.4,16.48,13.696,9.9392,9.98784,15.597568,13.5195136,16,15.2,10.24,12.448,10.4896,22.89792,18.979584,15.7959168,12,10.4,16.48,13.696,9.9392,9.98784,15.597568,13.5195136,2,7.6,5.52,7.504,3.1008,6.22016,3.644032,3.9288064,6,4.4,4.08,5.616,1.9232,2.78464,5.356928,3.4713856,2,7.6,5.52,7.504,3.1008,6.22016,3.644032,3.9288064,6,4.4,4.08,5.616,1.9232,2.78464,5.356928,3.4713856,4,1.6,2.72,6.944,6.1888,3.63776,2.327552,3.6655104,6,7.6,6.32,5.264,2.6528,5.33056,9.066112,8.2132224,6,3.6,2.32,4.464,5.6928,5.93856,2.787712,2.1575424,5,5,3.4,5.48,3.496,4.6992,4.13984,6.427968,9
"2426",1,0.2,0.84,0.168,0.0336,2.40672,2.081344,0.4162688,1,1,1.8,1.16,0.232,0.0464,2.40928,0.481856,1,0.2,0.84,0.168,0.0336,2.40672,2.081344,0.4162688,1,1,1.8,1.16,0.232,0.0464,2.40928,0.481856,10,14,10,16.4,17.68,21.136,13.0272,13.00544,9,12.2,12.84,6.568,5.3136,12.26272,13.652544,7.5305088,10,14,10,16.4,17.68,21.136,13.0272,13.00544,9,12.2,12.84,6.568,5.3136,12.26272,13.652544,7.5305088,2,3.6,2.32,2.864,4.5728,8.91456,5.782912,3.5565824,2,3.6,3.92,3.184,3.0368,1.40736,4.281472,4.0562944,2,3.6,2.32,2.864,4.5728,8.91456,5.782912,3.5565824,2,3.6,3.92,3.184,3.0368,1.40736,4.281472,4.0562944,2,5.2,3.44,9.488,9.0976,5.01952,2.603904,2.9207808,6,6,2.8,2.16,2.032,4.4064,4.88128,0.976256,5,4.2,4.84,2.568,7.7136,4.74272,2.548544,11.7097088,5,5,4.2,5.64,7.528,3.1056,3.02112,2.204224,14
"2427",0,0,0,2.4,0.48,3.296,1.4592,1.89184,1,1.8,0.36,0.872,0.1744,0.83488,0.166976,1.6333952,0,0,0,2.4,0.48,3.296,1.4592,1.89184,1,1.8,0.36,0.872,0.1744,0.83488,0.166976,1.6333952,10,17.2,8.24,9.648,9.9296,10.78592,11.757184,10.3514368,15,13.4,9.88,12.376,15.2752,7.85504,10.371008,14.0742016,10,17.2,8.24,9.648,9.9296,10.78592,11.757184,10.3514368,15,13.4,9.88,12.376,15.2752,7.85504,10.371008,14.0742016,3,2.2,1.24,4.248,4.0496,6.40992,5.281984,5.8563968,3,4.6,1.72,2.744,5.3488,1.86976,2.773952,3.7547904,3,2.2,1.24,4.248,4.0496,6.40992,5.281984,5.8563968,3,4.6,1.72,2.744,5.3488,1.86976,2.773952,3.7547904,1,6.6,3.72,5.544,6.7088,4.54176,5.708352,3.5416704,7,3.8,7.16,5.432,5.0864,4.21728,5.643456,5.1286912,6,5.2,4.24,7.248,7.0496,5.40992,5.081984,4.2163968,2,3.6,5.52,3.504,3.9008,8.78016,6.556032,6.1112064,20
"2428",0,0.8,1.76,1.952,0.3904,0.87808,0.975616,0.9951232,0,0.8,0.96,1.792,0.3584,3.27168,3.054336,2.2108672,0,0.8,1.76,1.952,0.3904,0.87808,0.975616,0.9951232,0,0.8,0.96,1.792,0.3584,3.27168,3.054336,2.2108672,13,7.4,11.88,12.776,6.5552,6.11104,14.822208,10.1644416,16,15.2,9.44,12.288,16.8576,12.17152,16.834304,16.9668608,13,7.4,11.88,12.776,6.5552,6.11104,14.822208,10.1644416,16,15.2,9.44,12.288,16.8576,12.17152,16.834304,16.9668608,6,3.6,6.32,6.864,3.7728,1.55456,5.110912,4.2221824,4,4.8,2.56,5.312,5.0624,6.61248,3.722496,5.5444992,6,3.6,6.32,6.864,3.7728,1.55456,5.110912,4.2221824,4,4.8,2.56,5.312,5.0624,6.61248,3.722496,5.5444992,1,1.8,3.56,6.312,2.8624,3.77248,8.754496,4.9508992,6,5.2,6.64,6.928,8.5856,4.91712,2.583424,4.5166848,8,4,5.6,2.72,6.944,5.3888,1.07776,1.015552,8,8,4,9.6,9.12,5.024,5.0048,6.60096,4
"2429",1,5,4.2,0.84,1.768,1.9536,1.99072,4.398144,2,0.4,0.08,0.016,0.8032,0.96064,0.192128,1.6384256,1,5,4.2,0.84,1.768,1.9536,1.99072,4.398144,2,0.4,0.08,0.016,0.8032,0.96064,0.192128,1.6384256,9,16.2,16.84,18.568,18.1136,14.02272,13.204544,20.2409088,16,4,4.8,4.96,3.392,7.8784,14.37568,7.675136,9,16.2,16.84,18.568,18.1136,14.02272,13.204544,20.2409088,16,4,4.8,4.96,3.392,7.8784,14.37568,7.675136,2,6,4.4,5.68,5.136,5.0272,5.80544,9.961088,6,1.2,1.04,2.608,1.3216,2.66432,3.732864,3.9465728,2,6,4.4,5.68,5.136,5.0272,5.80544,9.961088,6,1.2,1.04,2.608,1.3216,2.66432,3.732864,3.9465728,6,10,6,8.4,8.08,4.816,4.9632,3.39264,3,1.4,3.48,2.296,3.6592,3.13184,3.026368,3.8052736,12,6.4,3.68,3.136,4.6272,2.52544,2.105088,4.4210176,2,6.8,2.96,2.992,5.3984,4.27968,4.855936,2.5711872,3
"2430",0,0.8,0.16,0.032,0.8064,1.76128,1.152256,0.2304512,1,2.6,1.32,1.064,1.0128,1.00256,1.000512,1.0001024,0,0.8,0.16,0.032,0.8064,1.76128,1.152256,0.2304512,1,2.6,1.32,1.064,1.0128,1.00256,1.000512,1.0001024,8,15.2,8.64,17.728,15.5456,13.50912,13.901824,14.7803648,25,18.6,14.12,14.824,6.9648,10.99296,14.998592,8.5997184,8,15.2,8.64,17.728,15.5456,13.50912,13.901824,14.7803648,25,18.6,14.12,14.824,6.9648,10.99296,14.998592,8.5997184,4,4.8,2.56,4.512,6.5024,6.10048,6.820096,3.7640192,9,8.2,7.24,4.648,1.7296,3.54592,3.109184,2.2218368,4,4.8,2.56,4.512,6.5024,6.10048,6.820096,3.7640192,9,8.2,7.24,4.648,1.7296,3.54592,3.109184,2.2218368,2,2.8,1.36,8.272,4.8544,3.37088,3.074176,6.2148352,12,7.2,5.44,5.888,5.1776,4.23552,7.247104,1.4494208,3,4.6,2.52,2.904,4.5808,5.71616,6.743232,3.7486464,6,3.6,3.12,6.224,6.8448,6.96896,2.193792,2.8387584,9
"2431",2,0.4,0.08,0.016,0.0032,1.60064,1.120128,0.2240256,1,0.2,0.84,0.168,1.6336,0.32672,0.865344,0.1730688,2,0.4,0.08,0.016,0.0032,1.60064,1.120128,0.2240256,1,0.2,0.84,0.168,1.6336,0.32672,0.865344,0.1730688,16,12.8,11.36,6.272,8.4544,8.89088,6.578176,5.3156352,9,5.8,6.76,16.552,13.7104,14.74208,16.548416,17.7096832,16,12.8,11.36,6.272,8.4544,8.89088,6.578176,5.3156352,9,5.8,6.76,16.552,13.7104,14.74208,16.548416,17.7096832,9,5,3.4,3.08,1.416,3.4832,3.09664,2.219328,3,0.6,3.32,5.464,6.6928,6.13856,4.427712,6.4855424,9,5,3.4,3.08,1.416,3.4832,3.09664,2.219328,3,0.6,3.32,5.464,6.6928,6.13856,4.427712,6.4855424,6,5.2,5.84,2.768,5.3536,4.27072,0.854144,1.7708288,1,3.4,2.28,7.656,4.7312,8.14624,5.629248,2.7258496,5,4.2,3.24,3.048,3.8096,7.16192,3.832384,0.7664768,2,9.2,3.44,2.288,6.8576,6.17152,6.034304,6.8068608,9
"2432",3,3,2.2,1.24,1.048,3.4096,1.48192,1.896384,3,0.6,0.12,0.824,1.7648,1.95296,1.190592,4.2381184,3,3,2.2,1.24,1.048,3.4096,1.48192,1.896384,3,0.6,0.12,0.824,1.7648,1.95296,1.190592,4.2381184,13,16.2,16.84,12.968,12.1936,21.63872,17.927744,8.3855488,23,9.4,8.28,7.256,8.6512,6.53024,6.106048,18.8212096,13,16.2,16.84,12.968,12.1936,21.63872,17.927744,8.3855488,23,9.4,8.28,7.256,8.6512,6.53024,6.106048,18.8212096,6,6,6,4.4,4.08,8.016,4.8032,4.16064,7,2.2,2.04,2.808,5.3616,2.67232,2.934464,9.3868928,6,6,6,4.4,4.08,8.016,4.8032,4.16064,7,2.2,2.04,2.808,5.3616,2.67232,2.934464,9.3868928,3,9.4,5.88,4.376,3.2752,4.65504,4.931008,4.1862016,9,5,7.4,3.08,3.816,2.3632,0.47264,2.494528,2,2.8,2.96,6.192,5.2384,1.84768,4.369536,5.6739072,2,6,3.6,3.12,3.824,3.9648,2.39296,5.278592,12
"2433",0,1.6,1.92,0.384,1.6768,0.33536,0.067072,1.6134144,2,0.4,0.88,1.776,1.1552,1.83104,0.366208,0.0732416,0,1.6,1.92,0.384,1.6768,0.33536,0.067072,1.6134144,2,0.4,0.88,1.776,1.1552,1.83104,0.366208,0.0732416,10,15.6,16.72,10.544,14.9088,14.98176,14.996352,12.5992704,7,8.6,7.32,9.464,10.6928,9.33856,10.667712,5.3335424,10,15.6,16.72,10.544,14.9088,14.98176,14.996352,12.5992704,7,8.6,7.32,9.464,10.6928,9.33856,10.667712,5.3335424,3,6.2,4.44,4.888,4.9776,5.79552,3.559104,3.1118208,3,2.2,2.04,5.208,3.4416,3.88832,4.777664,1.7555328,3,6.2,4.44,4.888,4.9776,5.79552,3.559104,3.1118208,3,2.2,2.04,5.208,3.4416,3.88832,4.777664,1.7555328,2,2.8,2.16,6.032,3.6064,7.92128,4.784256,11.3568512,2,4.4,3.28,3.056,3.8112,3.96224,2.392448,0.4784896,8,6.4,7.68,3.936,3.9872,6.39744,2.079488,5.2158976,7,3.8,4.76,3.352,6.2704,6.05408,2.810816,5.3621632,6
"2434",1,1,1,1.8,1.96,1.192,1.0384,1.80768,0,0,0,0,0.8,1.76,1.952,0.3904,1,1,1,1.8,1.96,1.192,1.0384,1.80768,0,0,0,0,0.8,1.76,1.952,0.3904,10,6.8,6.96,9.392,9.0784,9.01568,13.803136,17.1606272,17,16.2,12.04,9.608,11.5216,12.70432,12.140864,11.2281728,10,6.8,6.96,9.392,9.0784,9.01568,13.803136,17.1606272,17,16.2,12.04,9.608,11.5216,12.70432,12.140864,11.2281728,2,2,3.6,5.52,5.904,3.5808,5.51616,6.703232,3,3.8,3.16,4.632,4.1264,4.82528,6.565056,2.9130112,2,2,3.6,5.52,5.904,3.5808,5.51616,6.703232,3,3.8,3.16,4.632,4.1264,4.82528,6.565056,2.9130112,2,5.2,2.64,2.928,3.7856,3.15712,3.031424,5.4062848,5,5,5.8,6.76,3.752,3.9504,2.39008,3.678016,1,3.4,3.88,2.376,0.4752,3.29504,2.259008,2.0518016,3,4.6,4.92,4.184,4.8368,3.36736,3.873472,4.7746944,4
"2435",2,0.4,2.48,1.296,1.0592,1.01184,1.002368,0.2004736,1,0.2,1.64,0.328,0.0656,0.01312,0.802624,1.7605248,2,0.4,2.48,1.296,1.0592,1.01184,1.002368,0.2004736,1,0.2,1.64,0.328,0.0656,0.01312,0.802624,1.7605248,10,11.6,9.52,12.304,15.2608,8.65216,12.130432,11.2260864,7,7.8,11.16,7.832,7.9664,11.19328,14.238656,17.2477312,10,11.6,9.52,12.304,15.2608,8.65216,12.130432,11.2260864,7,7.8,11.16,7.832,7.9664,11.19328,14.238656,17.2477312,5,2.6,3.72,4.744,5.7488,2.74976,2.149952,2.0299904,2,2.8,3.76,0.752,1.7504,3.55008,4.710016,6.5420032,5,2.6,3.72,4.744,5.7488,2.74976,2.149952,2.0299904,2,2.8,3.76,0.752,1.7504,3.55008,4.710016,6.5420032,3,3,3,3.8,6.36,2.072,5.2144,4.24288,1,4.2,3.24,3.048,3.8096,7.16192,3.832384,5.5664768,1,1,9,3.4,3.88,3.976,7.1952,3.83904,6,10,2.8,9.36,4.272,2.4544,2.89088,2.978176,10
